0.00010000,1.576538,3
0.00020000,0.737152,3
0.00030000,0.905151,3
0.00040000,1.263733,3
0.00050000,0.971985,3
0.00060000,1.060486,3
0.00070000,0.919647,3
0.00080000,0.712280,3
0.00090000,1.119690,3
0.00100000,0.982819,3
0.00110000,0.861816,3
0.00120000,0.790710,3
0.00130000,0.395050,3
0.00140000,1.385803,3
0.00150000,0.854340,3
0.00160000,1.070099,3
0.00170000,0.585327,3
0.00180000,1.107788,3
0.00190000,0.700684,3
0.00200000,1.604004,3
0.00210000,0.596771,3
0.00220000,0.735626,3
0.00230000,1.368713,3
0.00240000,0.140991,3
0.00250000,1.424713,3
0.00260000,0.664215,3
0.00270000,0.912170,3
0.00280000,0.538330,3
0.00290000,1.239929,3
0.00300000,0.879059,3
0.00310000,1.006927,3
0.00320000,0.964355,3
0.00330000,0.915833,3
0.00340000,0.886078,3
0.00350000,1.206970,3
0.00360000,0.823669,3
0.00370000,1.330414,3
0.00380000,1.130219,3
0.00390000,0.832825,3
0.00400000,1.324005,3
0.00410000,0.924988,3
0.00420000,1.006470,3
0.00430000,1.484985,3
0.00440000,1.330261,3
0.00450000,1.169434,3
0.00460000,0.917511,3
0.00470000,1.255188,3
0.00480000,0.791931,3
0.00490000,1.209106,3
0.00500000,0.836639,3
0.00510000,1.290588,3
0.00520000,1.004486,3
0.00530000,0.962677,3
0.00540000,0.939789,3
0.00550000,1.398315,3
0.00560000,0.034332,2
0.00570000,1.049194,3
0.00580000,1.408691,3
0.00590000,-0.046997,2
0.00600000,0.341644,2
0.00610000,-0.404663,2
0.00620000,-0.057373,2
0.00630000,0.170746,2
0.00640000,0.122070,2
0.00650000,1.092072,3
0.00660000,-0.250702,2
0.00670000,0.196533,2
0.00680000,0.228271,2
0.00690000,0.856628,3
0.00700000,-0.379944,2
0.00710000,0.281372,2
0.00720000,0.640717,3
0.00730000,1.235504,3
0.00740000,-0.517578,2
0.00750000,-0.374146,2
0.00760000,-0.252838,2
0.00770000,-0.017548,2
0.00780000,1.550751,3
0.00790000,1.196289,3
0.00800000,1.242523,3
0.00810000,-0.036163,2
0.00820000,-0.158539,2
0.00830000,-0.373077,2
0.00840000,0.695496,3
0.00850000,0.065460,2
0.00860000,-0.354614,2
0.00870000,-0.156097,2
0.00880000,0.716400,3
0.00890000,1.278687,3
0.00900000,0.433960,3
0.00910000,0.166779,2
0.00920000,-0.194397,2
0.00930000,0.590210,3
0.00940000,1.063995,3
0.00950000,0.193634,2
0.00960000,0.332642,3
0.00970000,-0.584106,2
0.00980000,-0.448608,2
0.00990000,-0.401459,2
0.01000000,-0.383301,2
0.01010000,0.694122,3
0.01020000,1.459045,3
0.01030000,1.173859,3
0.01040000,0.926666,3
0.01050000,1.269073,3
0.01060000,1.174316,3
0.01070000,0.845642,3
0.01080000,-0.280914,2
0.01090000,-0.437469,2
0.01100000,-0.283356,2
0.01110000,-0.050964,2
0.01120000,0.157013,2
0.01130000,1.241913,3
0.01140000,0.774689,3
0.01150000,-0.217743,2
0.01160000,-0.367126,2
0.01170000,-0.631561,2
0.01180000,-0.389862,2
0.01190000,-0.175934,2
0.01200000,0.743713,3
0.01210000,1.053772,3
0.01220000,1.155090,3
0.01230000,0.900726,3
0.01240000,-0.169983,2
0.01250000,-0.374908,2
0.01260000,0.968170,3
0.01270000,0.243530,2
0.01280000,-0.357971,2
0.01290000,-0.119934,2
0.01300000,-0.205536,2
0.01310000,-0.030365,2
0.01320000,-0.221710,2
0.01330000,-0.340576,2
0.01340000,-0.445557,2
0.01350000,-0.567627,2
0.01360000,0.840454,3
0.01370000,0.059204,2
0.01380000,-0.478821,2
0.01390000,0.996399,3
0.01400000,0.728455,3
0.01410000,1.026917,3
0.01420000,0.780334,3
0.01430000,0.759583,3
0.01440000,0.688477,3
0.01450000,0.845642,3
0.01460000,0.973511,3
0.01470000,-0.577850,2
0.01480000,-0.296936,2
0.01490000,0.081177,2
0.01500000,-0.231018,2
0.01510000,-0.547333,2
0.01520000,-0.278778,2
0.01530000,-0.459290,2
0.01540000,-0.083466,2
0.01550000,-0.633240,2
0.01560000,-0.559235,2
0.01570000,-0.518341,2
0.01580000,-0.439911,2
0.01590000,-0.303497,2
0.01600000,-0.541077,2
0.01610000,-0.817871,2
0.01620000,-0.255127,2
0.01630000,-0.250092,2
0.01640000,-0.514832,2
0.01650000,-0.333099,2
0.01660000,-0.355988,2
0.01670000,-0.633698,2
0.01680000,0.538940,3
0.01690000,1.024170,3
0.01700000,0.713348,3
0.01710000,0.110474,2
0.01720000,0.904541,3
0.01730000,0.979614,3
0.01740000,1.115265,3
0.01750000,1.490326,3
0.01760000,0.685120,3
0.01770000,1.504974,3
0.01780000,-0.333862,2
0.01790000,0.398865,3
0.01800000,-0.277710,2
0.01810000,-0.196075,2
0.01820000,-0.288239,2
0.01830000,-0.329285,2
0.01840000,0.965424,3
0.01850000,0.534515,3
0.01860000,0.805817,3
0.01870000,0.673981,3
0.01880000,1.086273,3
0.01890000,0.860901,3
0.01900000,-0.545197,2
0.01910000,-0.342407,2
0.01920000,-0.466766,2
0.01930000,1.016846,3
0.01940000,0.365601,3
0.01950000,0.675964,3
0.01960000,-0.205078,2
0.01970000,-0.802612,2
0.01980000,-0.258484,2
0.01990000,-0.662994,2
0.02000000,0.688782,3
0.02010000,0.626831,3
0.02020000,1.153870,3
0.02030000,1.544647,3
0.02040000,0.879669,3
0.02050000,0.633545,3
0.02060000,-0.945435,2
0.02070000,-0.564117,2
